172.23.72.184;2022-12-15 10:26:02.488061;Erro;Erro;
172.23.72.184;2022-12-16 09:39:53.779452;-20.478675440;-43.937756704
172.23.72.184;2023-11-21 23:40:37.780183;Erro;Erro;
172.23.72.184;2023-11-21 23:41:06.456162;Erro;Erro;
172.23.72.184;2023-11-21 23:41:12.600158;Erro;Erro;
172.23.72.184;2023-11-21 23:41:41.283964;Erro;Erro;
172.23.72.184;2023-11-21 23:41:47.423899;Erro;Erro;
172.23.72.184;2023-11-21 23:42:16.080197;Erro;Erro;
172.23.72.184;2023-11-21 23:42:22.224305;Erro;Erro;
172.23.72.184;2023-11-21 23:42:50.911602;Erro;Erro;
172.23.72.184;2023-11-21 23:42:57.040284;Erro;Erro;
172.23.72.184;2023-11-21 23:43:27.764185;Erro;Erro;
172.23.72.184;2023-11-21 23:43:33.904275;Erro;Erro;
172.23.72.184;2023-11-21 23:44:02.576262;Erro;Erro;
172.23.72.184;2023-11-21 23:44:08.728156;Erro;Erro;
172.23.72.184;2023-11-21 23:44:37.396198;Erro;Erro;
172.23.72.184;2023-11-21 23:44:43.547972;Erro;Erro;
172.23.72.184;2023-11-21 23:45:12.220019;Erro;Erro;
172.23.72.184;2023-11-21 23:45:18.356169;Erro;Erro;
172.23.72.184;2023-11-21 23:45:47.028168;Erro;Erro;
172.23.72.184;2023-11-21 23:45:53.179955;Erro;Erro;
172.23.72.184;2023-11-21 23:46:23.896187;Erro;Erro;
172.23.72.184;2023-11-21 23:46:27.995976;Erro;Erro;
172.23.72.184;2023-11-21 23:46:58.704246;Erro;Erro;
172.23.72.184;2023-11-21 23:47:04.852218;Erro;Erro;
172.23.72.184;2023-11-21 23:47:33.528163;Erro;Erro;
172.23.72.184;2023-11-21 23:47:39.664329;Erro;Erro;
172.23.72.184;2023-11-21 23:48:08.340170;Erro;Erro;
172.23.72.184;2023-11-21 23:48:14.491927;Erro;Erro;
172.23.72.184;2023-11-21 23:48:43.160155;Erro;Erro;
172.23.72.184;2023-11-21 23:48:49.296318;Erro;Erro;
172.23.72.184;2023-11-21 23:49:17.979931;Erro;Erro;
172.23.72.184;2023-11-21 23:49:24.127914;Erro;Erro;
172.23.72.184;2023-11-21 23:49:52.807914;Erro;Erro;
172.23.72.184;2023-11-21 23:49:58.928248;Erro;Erro;
172.23.72.184;2023-11-21 23:50:27.615905;Erro;Erro;
172.23.72.184;2023-11-21 23:50:35.800151;Erro;Erro;
172.23.72.184;2023-11-21 23:51:02.431954;Erro;Erro;
172.23.72.184;2023-11-21 23:51:08.571940;Erro;Erro;
172.23.72.184;2023-11-21 23:51:39.284160;Erro;Erro;
172.23.72.184;2023-11-21 23:51:43.395899;Erro;Erro;
172.23.72.184;2023-11-21 23:52:14.115901;Erro;Erro;
172.23.72.184;2023-11-21 23:52:20.244171;Erro;Erro;
172.23.72.184;2023-11-21 23:52:48.912213;Erro;Erro;
172.23.72.184;2023-11-21 23:52:55.060168;Erro;Erro;
172.23.72.184;2023-11-21 23:53:23.728219;Erro;Erro;
172.23.72.184;2023-11-21 23:53:29.872268;Erro;Erro;
172.23.72.184;2023-11-21 23:53:58.555959;Erro;Erro;
172.23.72.184;2023-11-21 23:54:04.699937;Erro;Erro;
172.23.72.184;2023-11-21 23:54:33.379900;Erro;Erro;
172.23.72.184;2023-11-21 23:54:39.515937;Erro;Erro;
172.23.72.184;2023-11-21 23:55:08.184198;Erro;Erro;
172.23.72.184;2023-11-21 23:55:14.320273;Erro;Erro;
172.23.72.184;2023-11-21 23:55:43.007907;Erro;Erro;
172.23.72.184;2023-11-21 23:55:49.155904;Erro;Erro;
172.23.72.184;2023-11-21 23:56:19.856231;Erro;Erro;
172.23.72.184;2023-11-21 23:56:23.956179;Erro;Erro;
172.23.72.184;2023-11-21 23:56:54.672224;Erro;Erro;
172.23.72.184;2023-11-21 23:56:58.791922;Erro;Erro;
172.23.72.184;2023-11-21 23:57:29.507911;Erro;Erro;
172.23.72.184;2023-11-21 23:57:33.607972;Erro;Erro;
172.23.72.184;2023-11-21 23:58:04.312165;Erro;Erro;
172.23.72.184;2023-11-21 23:58:08.415902;Erro;Erro;
172.23.72.184;2023-11-21 23:58:39.139710;Erro;Erro;
172.23.72.184;2023-11-21 23:58:43.243952;Erro;Erro;
172.23.72.184;2023-11-21 23:59:11.911934;Erro;Erro;
172.23.72.184;2023-11-21 23:59:20.111880;Erro;Erro;
172.23.72.184;2023-11-21 23:59:48.767895;Erro;Erro;
172.23.72.184;2023-11-21 23:59:52.867906;Erro;Erro;
172.23.72.184;2023-11-22 00:00:23.579942;Erro;Erro;
172.23.72.184;2023-11-22 00:00:29.727905;Erro;Erro;
172.23.72.184;2023-11-22 00:00:58.384216;Erro;Erro;
172.23.72.184;2023-11-22 00:01:04.532175;Erro;Erro;
172.23.72.184;2023-11-22 00:01:33.211905;Erro;Erro;
172.23.72.184;2023-11-22 00:01:37.323935;Erro;Erro;
172.23.72.184;2023-11-22 00:02:08.016224;Erro;Erro;
172.23.72.184;2023-11-22 00:02:14.160528;Erro;Erro;
172.23.72.184;2023-11-22 00:02:42.843930;Erro;Erro;
172.23.72.184;2023-11-22 00:02:48.980166;Erro;Erro;
172.23.72.184;2023-11-22 00:03:17.663898;Erro;Erro;
172.23.72.184;2023-11-22 00:03:23.803937;Erro;Erro;
172.23.72.184;2023-11-22 00:03:52.464220;Erro;Erro;
172.23.72.184;2023-11-22 00:03:56.603944;Erro;Erro;
172.23.72.184;2023-11-22 00:04:27.288164;Erro;Erro;
172.23.72.184;2023-11-22 00:04:33.451945;Erro;Erro;
172.23.72.184;2023-11-22 00:05:02.104167;Erro;Erro;
172.23.72.184;2023-11-22 00:05:08.251929;Erro;Erro;
172.23.72.184;2023-11-22 00:05:36.920150;Erro;Erro;
172.23.72.184;2023-11-22 00:05:43.071892;Erro;Erro;
172.23.72.184;2023-11-22 00:06:11.747801;Erro;Erro;
172.23.72.184;2023-11-22 00:06:17.876149;Erro;Erro;
172.23.72.184;2023-11-22 00:06:46.552158;Erro;Erro;
172.23.72.184;2023-11-22 00:06:52.699921;Erro;Erro;
172.23.72.184;2023-11-22 00:07:21.383899;Erro;Erro;
172.23.72.184;2023-11-22 00:07:27.527905;Erro;Erro;
172.23.72.184;2023-11-22 00:07:56.187943;Erro;Erro;
172.23.72.184;2023-11-22 00:08:02.320318;Erro;Erro;
172.23.72.184;2023-11-22 00:08:31.011937;Erro;Erro;
172.23.72.184;2023-11-22 00:08:37.167942;Erro;Erro;
172.23.72.184;2023-11-22 00:09:05.819876;Erro;Erro;
172.23.72.184;2023-11-22 00:09:14.008168;Erro;Erro;
172.23.72.184;2023-11-22 00:09:42.676167;Erro;Erro;
172.23.72.184;2023-11-22 00:09:48.827940;Erro;Erro;
172.23.72.184;2023-11-22 00:10:17.496158;Erro;Erro;
172.23.72.184;2023-11-22 00:10:21.615942;Erro;Erro;
172.23.72.184;2023-11-22 00:10:52.312165;Erro;Erro;
172.23.72.184;2023-11-22 00:10:58.459922;Erro;Erro;
172.23.72.184;2023-11-22 00:11:27.124169;Erro;Erro;
172.23.72.184;2023-11-22 00:11:33.272160;Erro;Erro;
172.23.72.184;2023-11-22 00:12:01.936228;Erro;Erro;
172.23.72.184;2023-11-22 00:12:06.067933;Erro;Erro;
172.23.72.184;2023-11-22 00:12:36.760159;Erro;Erro;
172.23.72.184;2023-11-22 00:12:40.849239;Erro;Erro;
172.23.72.184;2023-11-22 00:13:11.572152;Erro;Erro;
172.23.72.184;2023-11-22 00:13:17.712338;Erro;Erro;
172.23.72.184;2023-11-22 00:13:46.392166;Erro;Erro;
172.23.72.184;2023-11-22 00:13:52.532829;Erro;Erro;
172.23.72.184;2023-11-22 00:14:21.215894;Erro;Erro;
172.23.72.184;2023-11-22 00:14:27.352165;Erro;Erro;
172.23.72.184;2023-11-22 00:14:56.027935;Erro;Erro;
172.23.72.184;2023-11-22 00:15:02.168155;Erro;Erro;
172.23.72.184;2023-11-22 00:15:30.840167;Erro;Erro;
172.23.72.184;2023-11-22 00:15:36.987925;Erro;Erro;
172.23.72.184;2023-11-22 00:16:05.667736;Erro;Erro;
172.23.72.184;2023-11-22 00:16:11.800166;Erro;Erro;
172.23.72.184;2023-11-22 00:16:40.468198;Erro;Erro;
172.23.72.184;2023-11-22 00:16:46.639912;Erro;Erro;
172.23.72.184;2023-11-22 00:17:15.288157;Erro;Erro;
172.23.72.184;2023-11-22 00:17:21.435941;Erro;Erro;
172.23.72.184;2023-11-22 00:17:50.111904;Erro;Erro;
172.23.72.184;2023-11-22 00:17:56.244171;Erro;Erro;
172.23.72.184;2023-11-22 00:18:26.960218;Erro;Erro;
172.23.72.184;2023-11-22 00:18:31.069788;Erro;Erro;
172.23.72.184;2023-11-22 00:18:59.739939;Erro;Erro;
172.23.72.184;2023-11-22 00:19:05.883938;Erro;Erro;
172.23.72.184;2023-11-22 00:19:36.592441;Erro;Erro;
172.23.72.184;2023-11-22 00:19:40.732078;Erro;Erro;
172.23.72.184;2023-11-22 00:20:11.408242;Erro;Erro;
172.23.72.184;2023-11-22 00:20:15.519976;Erro;Erro;
172.23.72.184;2023-11-22 00:20:46.228156;Erro;Erro;
172.23.72.184;2023-11-22 00:20:52.376169;Erro;Erro;
172.23.72.184;2023-11-22 00:21:21.048158;Erro;Erro;
172.23.72.184;2023-11-22 00:21:25.159901;Erro;Erro;
172.23.72.184;2023-11-22 00:21:55.871902;Erro;Erro;
172.23.72.184;2023-11-22 00:22:02.015906;Erro;Erro;
172.23.72.184;2023-11-22 00:22:30.683945;Erro;Erro;
172.23.72.184;2023-11-22 00:22:36.824165;Erro;Erro;
172.23.72.184;2023-11-22 00:23:05.488213;Erro;Erro;
172.23.72.184;2023-11-22 00:23:11.632320;Erro;Erro;
172.23.72.184;2023-11-22 00:23:40.312167;Erro;Erro;
172.23.72.184;2023-11-22 00:23:46.467934;Erro;Erro;
172.23.72.184;2023-11-22 00:24:15.127976;Erro;Erro;
172.23.72.184;2023-11-22 00:24:21.264284;Erro;Erro;
172.23.72.184;2023-11-22 00:24:49.947976;Erro;Erro;
172.23.72.184;2023-11-22 00:24:56.088166;Erro;Erro;
172.23.72.184;2023-11-22 00:25:24.756193;Erro;Erro;
172.23.72.184;2023-11-22 00:25:30.927941;Erro;Erro;
172.23.72.184;2023-11-22 00:25:59.572169;Erro;Erro;
172.23.72.184;2023-11-22 00:26:05.735902;Erro;Erro;
172.23.72.184;2023-11-22 00:26:34.392188;Erro;Erro;
172.23.72.184;2023-11-22 00:26:40.539939;Erro;Erro;
172.23.72.184;2023-11-22 00:27:09.223917;Erro;Erro;
172.23.72.184;2023-11-22 00:27:15.355926;Erro;Erro;
172.23.72.184;2023-11-22 00:27:46.068175;Erro;Erro;
172.23.72.184;2023-11-22 00:27:50.179892;Erro;Erro;
172.23.72.184;2023-11-22 00:28:20.880217;Erro;Erro;
172.23.72.184;2023-11-22 00:28:27.035930;Erro;Erro;
172.23.72.184;2023-11-22 00:28:55.696206;Erro;Erro;
172.23.72.184;2023-11-22 00:29:01.844175;Erro;Erro;
172.23.72.184;2023-11-22 00:29:30.512219;Erro;Erro;
172.23.72.184;2023-11-22 00:29:36.687932;Erro;Erro;
172.23.72.184;2023-11-22 00:30:05.343896;Erro;Erro;
172.23.72.184;2023-11-22 00:30:11.476167;Erro;Erro;
172.23.72.184;2023-11-22 00:30:40.148175;Erro;Erro;
172.23.72.184;2023-11-22 00:30:46.288280;Erro;Erro;
172.23.72.184;2023-11-22 00:31:14.975913;Erro;Erro;
172.23.72.184;2023-11-22 00:31:21.104276;Erro;Erro;
172.23.72.184;2023-11-22 00:31:49.791903;Erro;Erro;
172.23.72.184;2023-11-22 00:31:55.939937;Erro;Erro;
172.23.72.184;2023-11-22 00:32:24.615926;Erro;Erro;
172.23.72.184;2023-11-22 00:32:30.744163;Erro;Erro;
172.23.72.184;2023-11-22 00:33:01.464164;Erro;Erro;
172.23.72.184;2023-11-22 00:33:05.563942;Erro;Erro;
172.23.72.184;2023-11-22 00:33:36.272207;Erro;Erro;
172.23.72.184;2023-11-22 00:33:42.416514;Erro;Erro;
172.23.72.184;2023-11-22 00:34:11.103903;Erro;Erro;
172.23.72.184;2023-11-22 00:34:17.232277;Erro;Erro;
172.23.72.184;2023-11-22 00:34:45.907905;Erro;Erro;
172.23.72.184;2023-11-22 00:34:52.048259;Erro;Erro;
172.23.72.184;2023-11-22 00:35:20.720199;Erro;Erro;
172.23.72.184;2023-11-22 00:35:26.887901;Erro;Erro;
172.23.72.184;2023-11-22 00:35:57.584221;Erro;Erro;
172.23.72.184;2023-11-22 00:36:01.688238;Erro;Erro;
172.23.72.184;2023-11-22 00:36:30.360167;Erro;Erro;
172.23.72.184;2023-11-22 00:36:36.519904;Erro;Erro;
172.23.72.184;2023-11-22 00:37:07.220170;Erro;Erro;
172.23.72.184;2023-11-22 00:37:13.360265;Erro;Erro;
172.23.72.184;2023-11-22 00:37:42.036179;Erro;Erro;
172.23.72.184;2023-11-22 00:37:48.176272;Erro;Erro;
172.23.72.184;2023-11-22 00:38:16.852172;Erro;Erro;
172.23.72.184;2023-11-22 00:38:23.003959;Erro;Erro;
172.23.72.184;2023-11-22 00:38:51.672167;Erro;Erro;
172.23.72.184;2023-11-22 00:38:57.816188;Erro;Erro;
172.23.72.184;2023-11-22 00:39:26.480207;Erro;Erro;
172.23.72.184;2023-11-22 00:39:32.635936;Erro;Erro;
172.23.72.184;2023-11-22 00:40:01.307960;Erro;Erro;
172.23.72.184;2023-11-22 00:40:07.440251;Erro;Erro;
172.23.72.184;2023-11-22 00:40:36.128015;Erro;Erro;
172.23.72.184;2023-11-22 00:40:44.304249;Erro;Erro;
172.23.72.184;2023-11-22 00:41:12.976216;Erro;Erro;
172.23.72.184;2023-11-22 00:41:19.120263;Erro;Erro;
172.23.72.184;2023-11-22 00:41:47.800201;Erro;Erro;
172.23.72.184;2023-11-22 00:41:53.951937;Erro;Erro;
172.23.72.184;2023-11-22 00:42:22.612209;Erro;Erro;
172.23.72.184;2023-11-22 00:42:28.752247;Erro;Erro;
172.23.72.184;2023-11-22 00:42:57.424214;Erro;Erro;
172.23.72.184;2023-11-22 00:43:03.591951;Erro;Erro;
172.23.72.184;2023-11-22 00:43:32.259907;Erro;Erro;
172.23.72.184;2023-11-22 00:43:38.392150;Erro;Erro;
172.23.72.184;2023-11-22 00:44:09.104259;Erro;Erro;
172.23.72.184;2023-11-22 00:44:13.204216;Erro;Erro;
172.23.72.184;2023-11-22 00:44:43.928159;Erro;Erro;
172.23.72.184;2023-11-22 00:44:50.064268;Erro;Erro;
172.23.72.184;2023-11-22 00:45:18.740177;Erro;Erro;
172.23.72.184;2023-11-22 00:45:24.888196;Erro;Erro;
172.23.72.184;2023-11-22 00:45:53.560161;Erro;Erro;
172.23.72.184;2023-11-22 00:45:59.711774;Erro;Erro;
172.23.72.184;2023-11-22 00:46:28.368221;Erro;Erro;
172.23.72.184;2023-11-22 00:46:34.523937;Erro;Erro;
172.23.72.184;2023-11-22 00:47:03.195936;Erro;Erro;
172.23.72.184;2023-11-22 00:47:09.328242;Erro;Erro;
172.23.72.184;2023-11-22 00:47:38.015937;Erro;Erro;
172.23.72.184;2023-11-22 00:47:44.144261;Erro;Erro;
172.23.72.184;2023-11-22 00:48:12.831949;Erro;Erro;
172.23.72.184;2023-11-22 00:48:18.983934;Erro;Erro;
172.23.72.184;2023-11-22 00:48:47.632201;Erro;Erro;
172.23.72.184;2023-11-22 00:48:55.824269;Erro;Erro;
172.23.72.184;2023-11-22 00:49:24.496219;Erro;Erro;
172.23.72.184;2023-11-22 00:49:30.644225;Erro;Erro;
172.23.72.184;2023-11-22 00:49:59.312214;Erro;Erro;
172.23.72.184;2023-11-22 00:50:05.464151;Erro;Erro;
172.23.72.184;2023-11-22 00:50:34.136206;Erro;Erro;
172.23.72.184;2023-11-22 00:50:40.280162;Erro;Erro;
172.23.72.184;2023-11-22 00:51:08.959946;Erro;Erro;
172.23.72.184;2023-11-22 00:51:15.099954;Erro;Erro;
172.23.72.184;2023-11-22 00:51:45.808205;Erro;Erro;
172.23.72.184;2023-11-22 00:51:51.952257;Erro;Erro;
172.23.72.184;2023-11-22 00:52:20.628212;Erro;Erro;
172.23.72.184;2023-11-22 00:52:26.772172;Erro;Erro;
172.23.72.184;2023-11-22 00:52:55.444176;Erro;Erro;
172.23.72.184;2023-11-22 00:53:01.584244;Erro;Erro;
172.23.72.184;2023-11-22 00:53:30.260172;Erro;Erro;
172.23.72.184;2023-11-22 00:53:36.404168;Erro;Erro;
172.23.72.184;2023-11-22 00:54:05.080200;Erro;Erro;
172.23.72.184;2023-11-22 00:54:11.220128;Erro;Erro;
172.23.72.184;2023-11-22 00:54:39.896160;Erro;Erro;
172.23.72.184;2023-11-22 00:54:46.032254;Erro;Erro;
172.23.72.184;2023-11-22 00:55:14.704198;Erro;Erro;
172.23.72.184;2023-11-22 00:55:20.848326;Erro;Erro;
172.23.72.184;2023-11-22 00:55:49.531961;Erro;Erro;
172.23.72.184;2023-11-22 00:55:55.679904;Erro;Erro;
172.23.72.184;2023-11-22 00:56:26.388183;Erro;Erro;
172.23.72.184;2023-11-22 00:56:30.495905;Erro;Erro;
172.23.72.184;2023-11-22 00:57:01.204172;Erro;Erro;
172.23.72.184;2023-11-22 00:57:07.344258;Erro;Erro;
172.23.72.184;2023-11-22 00:57:36.016199;Erro;Erro;
172.23.72.184;2023-11-22 00:57:42.160267;Erro;Erro;
172.23.72.184;2023-11-22 00:58:10.832245;Erro;Erro;
172.23.72.184;2023-11-22 00:58:16.999926;Erro;Erro;
172.23.72.184;2023-11-22 00:58:45.652173;Erro;Erro;
172.23.72.184;2023-11-22 00:58:51.819932;Erro;Erro;
172.23.72.184;2023-11-22 00:59:22.512222;Erro;Erro;
172.23.72.184;2023-11-22 00:59:26.623908;Erro;Erro;
172.23.72.184;2023-11-22 00:59:55.291954;Erro;Erro;
172.23.72.184;2023-11-22 01:00:01.439919;Erro;Erro;
172.23.72.184;2023-11-22 01:00:32.144213;Erro;Erro;
172.23.72.184;2023-11-22 01:00:36.279930;Erro;Erro;
172.23.72.184;2023-11-22 01:01:06.960201;Erro;Erro;
172.23.72.184;2023-11-22 01:01:13.108167;Erro;Erro;
172.23.72.184;2023-11-22 01:01:41.791984;Erro;Erro;
172.23.72.184;2023-11-22 01:01:47.924201;Erro;Erro;
172.23.72.184;2023-11-22 01:02:16.603993;Erro;Erro;
172.23.72.184;2023-11-22 01:02:22.747952;Erro;Erro;
172.23.72.184;2023-11-22 01:02:51.412159;Erro;Erro;
172.23.72.184;2023-11-22 01:02:57.556226;Erro;Erro;
172.23.72.184;2023-11-22 01:03:28.272214;Erro;Erro;
172.23.72.184;2023-11-22 01:03:32.368271;Erro;Erro;
172.23.72.184;2023-11-22 01:04:03.096166;Erro;Erro;
172.23.72.184;2023-11-22 01:04:09.232276;Erro;Erro;
172.23.72.184;2023-11-22 01:04:37.904226;Erro;Erro;
172.23.72.184;2023-11-22 01:04:44.048265;Erro;Erro;
172.23.72.184;2023-11-22 01:05:12.720249;Erro;Erro;
172.23.72.184;2023-11-22 01:05:18.864275;Erro;Erro;
172.23.72.184;2023-11-22 01:05:47.551934;Erro;Erro;
172.23.72.184;2023-11-22 01:05:53.688162;Erro;Erro;
172.23.72.184;2023-11-22 01:06:22.356224;Erro;Erro;
172.23.72.184;2023-11-22 01:06:28.507952;Erro;Erro;
172.23.72.184;2023-11-22 01:06:59.224167;Erro;Erro;
172.23.72.184;2023-11-22 01:07:03.332009;Erro;Erro;
172.23.72.184;2023-11-22 01:07:34.036196;Erro;Erro;
172.23.72.184;2023-11-22 01:07:38.132173;Erro;Erro;
172.23.72.184;2023-11-22 01:08:08.856160;Erro;Erro;
172.23.72.184;2023-11-22 01:08:15.003946;Erro;Erro;
172.23.72.184;2023-11-22 01:08:43.664220;Erro;Erro;
172.23.72.184;2023-11-22 01:08:49.819950;Erro;Erro;
172.23.72.184;2023-11-22 01:09:18.484240;Erro;Erro;
172.23.72.184;2023-11-22 01:09:24.624263;Erro;Erro;
172.23.72.184;2023-11-22 01:09:53.304203;Erro;Erro;
172.23.72.184;2023-11-22 01:09:59.444000;Erro;Erro;
172.23.72.184;2023-11-22 01:10:28.131884;Erro;Erro;
172.23.72.184;2023-11-22 01:10:34.260205;Erro;Erro;
172.23.72.184;2023-11-22 01:11:04.976212;Erro;Erro;
172.23.72.184;2023-11-22 01:11:09.072259;Erro;Erro;
172.23.72.184;2023-11-22 01:11:37.767919;Erro;Erro;
172.23.72.184;2023-11-22 01:11:45.947933;Erro;Erro;
172.23.72.184;2023-11-22 01:12:14.612187;Erro;Erro;
172.23.72.184;2023-11-22 01:12:20.752293;Erro;Erro;
172.23.72.184;2023-11-22 01:12:49.439928;Erro;Erro;
172.23.72.184;2023-11-22 01:12:55.568265;Erro;Erro;
172.23.72.184;2023-11-22 01:13:24.248137;Erro;Erro;
172.23.72.184;2023-11-22 01:13:30.388174;Erro;Erro;
172.23.72.184;2023-11-22 01:13:59.060170;Erro;Erro;
172.23.72.184;2023-11-22 01:14:05.211944;Erro;Erro;
172.23.72.184;2023-11-22 01:14:33.876167;Erro;Erro;
172.23.72.184;2023-11-22 01:14:40.027941;Erro;Erro;
172.23.72.184;2023-11-22 01:15:10.740130;Erro;Erro;
172.23.72.184;2023-11-22 01:15:16.891916;Erro;Erro;
172.23.72.184;2023-11-22 01:15:45.552210;Erro;Erro;
172.23.72.184;2023-11-22 01:15:49.663908;Erro;Erro;
172.23.72.184;2023-11-22 01:16:20.376193;Erro;Erro;
172.23.72.184;2023-11-22 01:16:26.512273;Erro;Erro;
172.23.72.184;2023-11-22 01:16:55.192169;Erro;Erro;
172.23.72.184;2023-11-22 01:17:01.336189;Erro;Erro;
172.23.72.184;2023-11-22 01:17:30.003904;Erro;Erro;
172.23.72.184;2023-11-22 01:17:36.152229;Erro;Erro;
172.23.72.184;2023-11-22 01:18:04.816223;Erro;Erro;
172.23.72.184;2023-11-22 01:18:10.983945;Erro;Erro;
172.23.72.184;2023-11-22 01:18:39.640197;Erro;Erro;
172.23.72.184;2023-11-22 01:18:45.795921;Erro;Erro;
172.23.72.184;2023-11-22 01:19:16.500176;Erro;Erro;
172.23.72.184;2023-11-22 01:19:20.592310;Erro;Erro;
172.23.72.184;2023-11-22 01:19:49.268225;Erro;Erro;
172.23.72.184;2023-11-22 01:19:57.464163;Erro;Erro;
172.23.72.184;2023-11-22 01:20:26.143901;Erro;Erro;
172.23.72.184;2023-11-22 01:20:32.287965;Erro;Erro;
172.23.72.184;2023-11-22 01:21:00.948194;Erro;Erro;
172.23.72.184;2023-11-22 01:21:07.096170;Erro;Erro;
172.23.72.184;2023-11-22 01:21:35.771928;Erro;Erro;
172.23.72.184;2023-11-22 01:21:41.915932;Erro;Erro;
172.23.72.184;2023-11-22 01:22:10.595924;Erro;Erro;
172.23.72.184;2023-11-22 01:22:16.728198;Erro;Erro;
172.23.72.184;2023-11-22 01:22:47.455906;Erro;Erro;
172.23.72.184;2023-11-22 01:22:51.567933;Erro;Erro;
172.23.72.184;2023-11-22 01:23:22.260161;Erro;Erro;
172.23.72.184;2023-11-22 01:23:28.404206;Erro;Erro;
172.23.72.184;2023-11-22 01:23:57.072219;Erro;Erro;
172.23.72.184;2023-11-22 01:24:03.220165;Erro;Erro;
172.23.72.184;2023-11-22 01:24:31.896193;Erro;Erro;
172.23.72.184;2023-11-22 01:24:38.043976;Erro;Erro;
172.23.72.184;2023-11-22 01:25:06.719897;Erro;Erro;
172.23.72.184;2023-11-22 01:25:12.848268;Erro;Erro;
172.23.72.184;2023-11-22 01:25:41.520254;Erro;Erro;
172.23.72.184;2023-11-22 01:25:47.672228;Erro;Erro;
172.23.72.184;2023-11-22 01:26:18.392162;Erro;Erro;
172.23.72.184;2023-11-22 01:26:22.491942;Erro;Erro;
172.23.72.184;2023-11-22 01:26:53.200208;Erro;Erro;
172.23.72.184;2023-11-22 01:26:59.348154;Erro;Erro;
172.23.72.184;2023-11-22 01:27:28.016227;Erro;Erro;
172.23.72.184;2023-11-22 01:27:34.160258;Erro;Erro;
172.23.72.184;2023-11-22 01:28:02.847912;Erro;Erro;
172.23.72.184;2023-11-22 01:28:08.984158;Erro;Erro;
172.23.72.184;2023-11-22 01:28:37.663904;Erro;Erro;
172.23.72.184;2023-11-22 01:28:43.800231;Erro;Erro;
172.23.72.184;2023-11-22 01:29:12.464219;Erro;Erro;
172.23.72.184;2023-11-22 01:29:18.612242;Erro;Erro;
172.23.72.184;2023-11-22 01:29:47.280220;Erro;Erro;
172.23.72.184;2023-11-22 01:29:53.432196;Erro;Erro;
172.23.72.184;2023-11-22 01:30:24.152161;Erro;Erro;
172.23.72.184;2023-11-22 01:30:30.296154;Erro;Erro;
172.23.72.184;2023-11-22 01:30:58.968157;Erro;Erro;
172.23.72.184;2023-11-22 01:31:05.104259;Erro;Erro;
172.23.72.184;2023-11-22 01:31:33.784159;Erro;Erro;
172.23.72.184;2023-11-22 01:31:39.924168;Erro;Erro;
172.23.72.184;2023-11-22 01:32:08.600163;Erro;Erro;
172.23.72.184;2023-11-22 01:32:14.736998;Erro;Erro;
172.23.72.184;2023-11-22 01:32:43.419928;Erro;Erro;
172.23.72.184;2023-11-22 01:32:49.579919;Erro;Erro;
172.23.72.184;2023-11-22 01:33:20.272202;Erro;Erro;
172.23.72.184;2023-11-22 01:33:26.416255;Erro;Erro;
172.23.72.184;2023-11-22 01:33:55.096157;Erro;Erro;
172.23.72.184;2023-11-22 01:34:01.232258;Erro;Erro;
172.23.72.184;2023-11-22 01:34:29.912157;Erro;Erro;
172.23.72.184;2023-11-22 01:34:36.056162;Erro;Erro;
172.23.72.184;2023-11-22 01:35:04.724176;Erro;Erro;
172.23.72.184;2023-11-22 01:35:10.864177;Erro;Erro;
172.23.72.184;2023-11-22 01:35:39.547940;Erro;Erro;
172.23.72.184;2023-11-22 01:35:45.691931;Erro;Erro;
172.23.72.184;2023-11-22 01:36:16.400203;Erro;Erro;
172.23.72.184;2023-11-22 01:36:20.511899;Erro;Erro;
172.23.72.184;2023-11-22 01:36:49.183908;Erro;Erro;
172.23.72.184;2023-11-22 01:36:55.335931;Erro;Erro;
172.23.72.184;2023-11-22 01:37:26.032212;Erro;Erro;
172.23.72.184;2023-11-22 01:37:30.134574;Erro;Erro;
172.23.72.184;2023-11-22 01:38:00.859931;Erro;Erro;
172.23.72.184;2023-11-22 01:38:06.996167;Erro;Erro;
172.23.72.184;2023-11-22 01:38:35.679897;Erro;Erro;
172.23.72.184;2023-11-22 01:38:41.816150;Erro;Erro;
172.23.72.184;2023-11-22 01:39:10.484220;Erro;Erro;
172.23.72.184;2023-11-22 01:39:16.635959;Erro;Erro;
172.23.72.184;2023-11-22 01:39:47.352159;Erro;Erro;
172.23.72.184;2023-11-22 01:39:51.440304;Erro;Erro;
172.23.72.184;2023-11-22 01:40:20.112215;Erro;Erro;
172.23.72.184;2023-11-22 01:40:26.271895;Erro;Erro;
172.23.72.184;2023-11-22 01:40:56.980170;Erro;Erro;
172.23.72.184;2023-11-22 01:41:03.120261;Erro;Erro;
172.23.72.184;2023-11-22 01:41:31.792244;Erro;Erro;
172.23.72.184;2023-11-22 01:41:37.936251;Erro;Erro;
172.23.72.184;2023-11-22 01:42:06.608902;Erro;Erro;
172.23.72.184;2023-11-22 01:42:12.763949;Erro;Erro;
172.23.72.184;2023-11-22 01:42:41.436002;Erro;Erro;
172.23.72.184;2023-11-22 01:42:47.583899;Erro;Erro;
172.23.72.184;2023-11-22 01:43:16.255915;Erro;Erro;
172.23.72.184;2023-11-22 01:43:22.403949;Erro;Erro;
172.23.72.184;2023-11-22 01:43:53.112162;Erro;Erro;
